"strategy_id","primary_id","Edgar_Class","CSC.Sector","CSC.Subsector","value","Year","Gas","design_id","future_id","strategy","Code","Contry","source","ids"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.576886757,2022,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.58078649240897,2023,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.584771810811429,2024,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.588838513504672,2025,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.59300047965106,2026,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.597257619253781,2027,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.597701336591849,2028,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.595712198724553,2029,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.594214918115674,2030,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.592817967129644,2031,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.591497329667315,2032,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.590240630856637,2033,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.589036785492354,2034,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.58788379341055,2035,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.586784058515893,2036,"CH4",0,0,"BAU + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
